"parameter","method","coverage","bias","MSE","power"
"DTE..61","TWFE.ever.adopted",0.95,-4.06875804846647e-06,0.000155578322484018,0.03
"DTE..62","group.time.ATT",0.53,3.94631437557463e-05,6.77863695933287e-05,0.21
"DTE..62","stacked.regression",0.3,0.000599048765227316,8.63759213083766e-05,0.32
"DTE..62","TWFE",0.97,0.000277468226190736,9.16252291835709e-05,0.01
"DTE..62","TWFE.ever.adopted",0.97,0.000277468226190736,9.16252291835709e-05,0.01
"DTE..63","group.time.ATT",0.64,0.00116705354448091,6.43904762534391e-05,0.14
"DTE..63","stacked.regression",0.32,0.000559585621471569,8.41855911002358e-05,0.33
"DTE..63","TWFE",0.99,0.00049060488753341,0.000119570046009998,0
"DTE..63","TWFE.ever.adopted",0.99,0.00049060488753341,0.000119570046009998,0
"DTE..64","group.time.ATT",0.55,-0.000358037325805435,8.11681822640648e-05,0.27
"DTE..64","stacked.regression",0.38,-0.000607467923009342,5.40418162560987e-05,0.36
"DTE..64","TWFE",0.96,-0.00174829016458605,9.76452935689427e-05,0.03
"DTE..64","TWFE.ever.adopted",0.96,-0.00174829016458605,9.76452935689427e-05,0.03
"DTE..65","group.time.ATT",0.54,-0.00100637615779964,7.94760956177062e-05,0.28
"DTE..65","stacked.regression",0.34,-0.000249430597203907,9.44424892976912e-05,0.36
"DTE..65","TWFE",0.93,-0.00107557065195748,0.000153810390124048,0.05
"DTE..65","TWFE.ever.adopted",0.93,-0.00107557065195748,0.000153810390124048,0.05
"DTE..66","stacked.regression",0.42,0.000756945560595732,6.82078475507053e-05,0.27
"DTE..7","group.time.ATT",1,0.000397284008881138,8.59633454052628e-06,0
"DTE..7","group.time.ATT.ever.adopted",0.99,0.0004553147372881,3.3742329379036e-05,0.01
"DTE..7","stacked.regression",0.94,0.00027962752592425,9.49789601550822e-06,0.02
"DTE..7","TWFE",0.99,-0.000542009731881197,6.39338996701113e-05,0.01
"DTE..7","TWFE.ever.adopted",0.99,-0.000542009731881197,6.39338996701113e-05,0.01
